Year,Month,Weekly,Date,Fac.,Model,PGSC,Supplier,Part group,Stock Qty,Input Q'ty,Target of Input Qty,Inspection Qty,Pass Qty,Reject Qty,Return Qty,Percent,Return %,Result,Air Bubble,Big/ small,Bonding gap,Blk point,Burn,"Color 
Migration",C-Grade ,Crooked toe,Damaged,Deform,"Different 
color",Dirty,Long\ Short,Long ,Short,Missing Painting,Mold,Over Cement,Over painting,Over Primer,"Over
trimming",Uneven color,"Peel Off
painting",Poor Attached,"Poor 
buffing","Poor 
painting",Poor Trimming,Shiny/not shiny,Tear/ Crack,Thickness,Scratched,Toe spring/Hell spring,Undercure,Thinness Edge,Wobbling,Yellow,Over buffing,Poor edge,Fungus,Concave,Long toe,Others,REMARK
2025,1,3,2025-01-16,A,TENSAUR RUN 3.0 J,AB5-IE3545,SOC TRANG,IMEVA,10990,0,11984,1930,1760,170,170,8.81%,1.42%,,43,,,,8,11,,,,,,23,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,0,0,513,513,486,27,27,5.26%,5.26%,,9,,,,,,,,7,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,C,GALAXY 7 M,A-JI4598,EZ,Stockfit,,170,1510,1510,1485,25,25,1.66%,1.66%,,,,,,,,,,,,,,,,,,,,,15,,,3,7,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,C,GALAXY 7 W,AB-ID8763,TAESUNG RACH GIA,Stockfit,,289,1620,1620,1592,28,28,1.73%,1.73%,,3,,6,,,,,,,,,,,,,,,11,,,,,,8,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,C,GALAXY 7 M,A-JI4597,EZ,Stockfit,,650,650,650,640,10,10,1.54%,1.54%,,,,4,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,590,590,590,582,8,8,1.36%,1.36%,,,,,,,,,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,0,900,900,891,9,9,1.00%,1.00%,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,D,TENSAUR SPORT 2.0 K,AB2-GW1981,TAESUNG CU CHI,Outsole,2203,228,2431,2431,2356,75,75,3.09%,3.09%,,,,,,,17,,,,,13,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,
2025,1,3,2025-01-17,D,ADVANTAGE,AB-ID9630,TAESUNG CU CHI,Outsole,357,297,654,357,349,8,8,2.24%,1.22%,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,D,VL COURT 3.0,A-JP7536,EZ,Outsole,,0,530,530,514,16,16,3.02%,3.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,D,VL COURT 3.0,AB-ID9184,EZ,Outsole,,0,340,340,329,11,11,3.24%,3.24%,,,,,,,,,,3,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,D,GRAND COURT 2.0,AB-GW9199,TAESUNG RACH GIA,Outsole,,0,1910,1910,1880,30,30,1.57%,1.57%,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,D,TENSAUR SPORT 2.0 K,AB2-GW6439,TAESUNG RACH GIA,Outsole,927,0,927,927,891,36,36,3.88%,3.88%,,,,,,,13,,,,,,,,,,,,,,,,,,,,,17,6,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,,1127,1127,1127,1098,29,29,2.57%,2.57%,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,VL COURT 3.0 K,AB1-IH2406,TAESUNG RACH GIA,Outsole,,2125,2125,2125,2089,36,36,1.69%,1.69%,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,3170,0,3197,1210,1154,56,56,4.63%,1.75%,,23,,,,,,,,6,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,TENSAUR RUN 3.0 J,AB4-IE3544,SOC TRANG,IMEVA,10950,0,11025,1675,1608,67,67,4.00%,0.61%,,,,,,,,,,17,,,19,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,LIGHTSHIFT,AC1-JH9315,EZ,Stockfit,730,605,1335,1335,1308,27,27,2.02%,2.02%,,,,2,,,,,,4,,,18,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,LIGHTSHIFT,AC1-JH9324,EZ,Stockfit,,600,600,600,588,12,12,2.00%,2.00%,,,,,,,,,,,,,8,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,LIGHTSHIFT,A-JH9308,EZ,Stockfit,,2970,2970,530,515,15,15,2.83%,0.51%,,,,,,,5,,,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,,754,754,754,736,18,18,2.39%,2.39%,,4,,2,,,1,,,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,B,ADVANTAGE BASE 2.0 CF C,AB2-IE9019,TAESUNG RACH GIA,Outsole,,3978,3978,1900,1869,31,31,1.63%,0.78%,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,GALAXY 7 M,AC3-ID8757,TAESUNG RACH GIA,Stockfit,,0,2527,2527,2481,46,46,1.82%,1.82%,,3,,9,,,,,,2,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,GALAXY 7 W,AC3-ID8763,TAESUNG RACH GIA,Stockfit,,3310,3310,270,267,3,3,1.11%,0.09%,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,610,610,610,596,14,14,2.30%,2.30%,,,,,,,,,,1,,,,,,,,,9,,,,,,4,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,GALAXY 7 W,A-JQ2608,EZ,Stockfit,,618,618,400,394,6,6,1.50%,0.97%,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,GALAXY 7 W,A-JR4945,EZ,Stockfit,,350,350,350,348,2,2,0.57%,0.57%,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,GALAXY 7 M,A-JI4598,EZ,Stockfit,,1110,1110,160,157,3,3,1.88%,0.27%,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,914,914,850,834,16,16,1.88%,1.75%,,,,,,,,,,2,,,,,,,,,11,,,,,3,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-17,C,TENSAUR SPORT 2.0 CF K,AC10-GW1981,HVC,Outsole,,4939,4939,1320,1308,12,12,0.91%,0.24%,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,D,ADVANTAGE,AB1-ID9630,TAESUNG CU CHI,Outsole,297,241,538,297,289,8,8,2.69%,1.49%,,,,,,,,,,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,D,VL COURT 3.0,AB1-ID6276,EZ,Outsole,,0,1620,1620,1578,42,42,2.59%,2.59%,,,,,,,,,,,,12,9,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,D,VL COURT 3.0,A-JR8653,EZ,Outsole,,0,650,650,635,15,15,2.31%,2.31%,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,D,GRAND COURT 2.0,AB1-GW9199,TAESUNG RACH GIA,Outsole,,0,1379,1379,1332,47,47,3.41%,3.41%,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,D,TENSAUR SPORT 2.0 K,AB2-GW6439,TAESUNG RACH GIA,Outsole,,0,976,976,947,29,29,2.97%,2.97%,,,,,,,,,,,,10,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,B,ADVANTAGE BASE 2.0 CF C,AB2-IE9019,TAESUNG RACH GIA,Outsole,,1880,1880,1880,1843,37,37,1.97%,1.97%,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,TENSAUR RUN 3.0 J,A-JR6044,SOC TRANG,IMEVA,9780,0,9855,1320,1258,62,62,4.70%,0.63%,,,,,,,,,,9,,,21,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,1050,0,1077,1077,1034,43,43,3.99%,3.99%,,11,,,,7,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,VL COURT 3.0 K,AB2-IE3630,TAESUNG RACH GIA,Outsole,,400,400,400,393,7,7,1.75%,1.75%,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,,731,731,731,715,16,16,2.19%,2.19%,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,LIGHTSHIFT,AC1-JH9313,EZ,Stockfit,,2422,2422,2422,2370,52,52,2.15%,2.15%,,,,,,,14,,,17,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,LIGHTSHIFT,A-JH9308,EZ,Stockfit,1037,138,1175,1175,1134,41,41,3.49%,3.49%,,,,3,,,,,,14,,,19,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,LIGHTSHIFT,AC1-JH9324,EZ,Stockfit,750,597,1347,1347,1311,36,36,2.67%,2.67%,,,,2,,,,,,10,,,21,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,,1000,1000,1000,985,15,15,1.50%,1.50%,,,,2,,,,,,,,,,,,,,,5,,,,,,8,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,C,GALAXY 7 W,AC3-ID8763,TAESUNG RACH GIA,Stockfit,,2207,2207,2120,2085,35,35,1.65%,1.59%,,4,,,,,,,,,,,,,,,,,22,,,,,,9,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,C,GALAXY 7 W,AC4-ID8764,TAESUNG RACH GIA,Stockfit,,1330,1330,850,838,12,12,1.41%,0.90%,,,,,,,,,,,,,,,,,,,8,,,,,,4,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,790,790,790,774,16,16,2.03%,2.03%,,,,,,,,,,2,,,,,,,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,C,GALAXY 7 M,A-JI4598,EZ,Stockfit,,1430,1430,220,216,4,4,1.82%,0.28%,,,,,,,,,,1,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,C,GALAXY 7 W,A-JQ2606,EZ,Stockfit,,2053,2053,340,334,6,6,1.76%,0.29%,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-18,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,6512,6512,1580,1573,7,7,0.44%,0.11%,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,D,ADVANTAGE,AB2-ID9630,TAESUNG CU CHI,Outsole,241,0,241,241,234,7,7,2.90%,2.90%,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
2025,1,4,2025-01-20,D,VL COURT 3.0,A-JP7536,EZ,Outsole,,0,754,754,734,20,20,2.65%,2.65%,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,D,TENSAUR SPORT 2.0 K,AB2-GW6423,TAESUNG RACH GIA,Outsole,2357,0,2357,2357,2305,52,52,2.21%,2.21%,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,D,TENSAUR SPORT 2.0 K,AB2-GW6439,TAESUNG RACH GIA,Outsole,,0,1122,1122,1088,34,34,3.03%,3.03%,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,
2025,1,4,2025-01-20,D,GRAND COURT 2.0,AB1-GW9195,TAESUNG RACH GIA,Outsole,,0,972,972,949,23,23,2.37%,2.37%,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,VL COURT 3.0 K,AB1-IH2406,TAESUNG RACH GIA,Outsole,,3615,3615,3615,3556,59,59,1.63%,1.63%,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,0,1717,1717,1717,1692,25,25,1.46%,1.46%,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,TENSAUR RUN 3.0 J,A-JR6044,SOC TRANG,IMEVA,9750,0,9750,2910,2808,102,102,3.51%,1.05%,,,,,,,,,,23,,,31,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,3590,0,3590,2070,1980,90,90,4.35%,2.51%,,22,,,,,,,,15,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,LIGHTSHIFT,AC1-JH9313,EZ,Stockfit,,2110,2110,2110,2072,38,38,1.80%,1.80%,,,,5,,,,,,,,,26,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,,1261,1261,1261,1235,26,26,2.06%,2.06%,,19,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,C,GALAXY 7 W,AC3-ID8763,TAESUNG RACH GIA,Stockfit,,4010,4010,2360,2316,44,44,1.86%,1.10%,,4,,9,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,LIGHTSHIFT,A-JH9308,EZ,Stockfit,,410,410,410,405,5,5,1.22%,1.22%,,,,1,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,C,GALAXY 7 W,AC4-ID8764,TAESUNG RACH GIA,Stockfit,,2713,2713,480,472,8,8,1.67%,0.29%,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,C,GALAXY 7 M,A-JQ2622,EZ,Stockfit,358,232,590,590,579,11,11,1.86%,1.86%,,,,3,,,,,,,,,,,,,,,6,,,,,2,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,C,GALAXY 7 W,A-JQ2606,EZ,Stockfit,,1574,1574,1270,1252,18,18,1.42%,1.14%,,,,,,,,,,2,,,,,,,,,9,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,C,GALAXY 7 W,A-JQ2608,EZ,Stockfit,,687,687,540,532,8,8,1.48%,1.16%,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,A,ADVANTAGE BASE 2.0 CF C,AB2-IE9019,TAESUNG RACH GIA,Outsole,,1220,1220,1220,1197,23,23,1.89%,1.89%,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-20,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,3974,3974,1510,1505,5,5,0.33%,0.13%,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,D,TENSAUR SPORT 2.0 K,AB2-GW6425,TAESUNG CU CHI,Outsole,,0,1520,1520,1484,36,36,2.37%,2.37%,,,,,,,16,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,D,VL COURT 3.0,AB-ID9184,EZ,Outsole,,0,650,650,629,21,21,3.23%,3.23%,,,,,,,12,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,D,VL COURT 3.0,A-JR8653,EZ,Outsole,,0,1752,1752,1720,32,32,1.83%,1.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,11,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,D,GRAND COURT 2.0,AB-GW9199,TAESUNG RACH GIA,Outsole,,0,1810,1810,1770,40,40,2.21%,2.21%,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,D,TENSAUR SPORT 2.0 K,AB2-GW6423,TAESUNG RACH GIA,Outsole,,0,920,920,895,25,25,2.72%,2.72%,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,B,ADVANTAGE BASE 2.0 CF C,AB2-IE9019,TAESUNG RACH GIA,Outsole,,6710,6710,1100,1083,17,17,1.55%,0.25%,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,A,TENSAUR RUN 3.0 J,AB4-IE3544,SOC TRANG,IMEVA,7970,0,8092,1730,1673,57,57,3.29%,0.70%,,,,,,,11,,,9,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,1980,0,2028,1028,944,84,84,8.17%,4.14%,,23,,,,,,,,17,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,,3381,3381,1970,1937,33,33,1.68%,0.98%,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,A,VL COURT 3.0 K,AB2-IE3630,TAESUNG RACH GIA,Outsole,,2428,2428,1428,1400,28,28,1.96%,1.15%,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,,3876,3876,3876,3825,51,51,1.32%,1.32%,,,,9,,,,,,27,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,A,LIGHTSHIFT,AC1-JH9324,EZ,Stockfit,,1233,1233,1233,1196,37,37,3.00%,3.00%,,,,,,,,,,,,,15,,,,,,9,,,,,,13,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,A,LIGHTSHIFT,AC1-JH9315,EZ,Stockfit,,1854,1854,1854,1829,25,25,1.35%,1.35%,,,,5,,,,,,9,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,C,GALAXY 7 W,AC4-ID8764,TAESUNG RACH GIA,Stockfit,,2101,2101,1400,1375,25,25,1.79%,1.19%,,3,,6,,,,,,,,,,,,,,,9,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,270,270,270,268,2,2,0.74%,0.74%,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,C,GALAXY 7 M,A-JQ2620,TAESUNG RACH GIA,Stockfit,,2390,2390,1400,1378,22,22,1.57%,0.92%,,,,4,,,,,,,,,,,,,,,12,,,,,,6,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,C,GALAXY 7 W,A-JQ2606,EZ,Stockfit,890,410,1300,1300,1279,21,21,1.62%,1.62%,,3,,5,,,,,,,,,,,,,,,9,,,,,,4,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,C,GALAXY 7 W,A-JQ2610,EZ,Stockfit,,220,220,220,215,5,5,2.27%,2.27%,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-21,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,0,1500,1500,1470,30,30,2.00%,2.00%,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,D,TENSAUR SPORT 2.0 K,AB2-GW6423,TAESUNG RACH GIA,Outsole,,0,1549,1549,1503,46,46,2.97%,2.97%,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,D,GRAND COURT 2.0,AB1-GW9214,TAESUNG RACH GIA,Outsole,,1789,1789,690,669,21,21,3.04%,1.17%,,,,,,,,,,3,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,D,GRAND COURT 2.0,AB1-GW9199,TAESUNG RACH GIA,Outsole,,0,1880,1880,1838,42,42,2.23%,2.23%,,,,,,,,,,,,17,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,D,TENSAUR SPORT 2.0 K,AB2-GW6425,TAESUNG CU CHI,Outsole,,0,1490,1490,1461,29,29,1.95%,1.95%,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,D,VL COURT 3.0,AB1-ID6276,EZ,Outsole,,0,260,260,253,7,7,2.69%,2.69%,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,D,VL COURT 3.0,A-JR8653,EZ,Outsole,,0,190,190,184,6,6,3.16%,3.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,D,VL COURT 3.0,AB1-ID9184,EZ,Outsole,,0,430,430,419,11,11,2.56%,2.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,A,TENSAUR SPORT 2.0 CF I,AB-GW1990,HVC,Outsole,,2101,2101,220,215,5,5,2.27%,0.24%,Pass,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,,2353,2353,1550,1523,27,27,1.74%,1.15%,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,A,VL COURT 3.0 K,AB1-IH2406,TAESUNG RACH GIA,Outsole,2985,457,3442,1700,1669,31,31,1.82%,0.90%,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,A,LIGHTSHIFT,AC1-JH9315,EZ,Stockfit,1970,182,2152,2152,2104,48,48,2.23%,2.23%,,,,5,,,,,,12,,,,,,,,,10,,,,,,21,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,1060,432,1492,1492,1471,21,21,1.41%,1.41%,,,,7,,,,,,9,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,A,TENSAUR RUN 3.0 J,AB4-IE3544,SOC TRANG,IMEVA,6880,0,6900,2870,2752,118,118,4.11%,1.71%,,,,,,18,25,,,,,,32,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,A,LITE RACER ADAPT 7.0 I,A-JR0792,SOC TRANG,IMEVA,3590,960,4550,1710,1668,42,42,2.46%,0.92%,,,,,,,,,,18,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,B,TENSAUR SPORT 2.0 CF K,A-JQ2868,HVC,Outsole,,1982,1982,200,197,3,3,1.50%,0.15%,Pass,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,B,TENSAUR SPORT 2.0 CF K,A-JQ2869,HVC,Outsole,,1729,1729,180,176,4,4,2.22%,0.23%,Pass,,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,B,TENSAUR SPORT 2.0 CF K,AB2-GW1987,TAESUNG RACH GIA,Outsole,,130,130,130,128,2,2,1.54%,1.54%,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,C,GALAXY 7 W,A-JQ2606,EZ,Stockfit,530,90,620,620,612,8,8,1.29%,1.29%,,,,,,,,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,C,GALAXY 7 W,AC4-ID8764,TAESUNG RACH GIA,Stockfit,275,800,1075,1075,1057,18,18,1.67%,1.67%,,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,C,GALAXY 7 W,A-JQ2610,EZ,Stockfit,,617,617,540,534,6,6,1.11%,0.97%,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,C,GALAXY 7 M,A-JI4598,EZ,Stockfit,,150,150,150,148,2,2,1.33%,1.33%,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,C,GALAXY 7 M,A-JQ2623,EZ,Stockfit,370,730,1100,1100,1081,19,19,1.73%,1.73%,,,,,,,,,,,,,,,,,,,12,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,4,2025-01-22,C,GALAXY 7 M,A-JQ2622,EZ,Stockfit,,0,100,100,100,0,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
