Year,Month,Week,Date,Supplier,Part,Process,Model,PGSC,Po#,Input Qty ,Inspection Q'ty ,Pass Qty ,Reject Qty ,Reject %,Result,"Wrong printing 
position",Bad printing,"Peel off 
printing",Delamination,"Wrong pressing 
position","Different
 color",Dirty,Bonding Gap,"Logo scratch/
peel of",High/ low sidetrip,Air hole,"Peel off
3 stripes",Poor 3 trip,Undistance,Damaged material,"Pressing not
emboss","Pressing not 
subsidence",Wrong size,Wrong material,"Wrong cutting
 direction",Wrong cutting die,Punch Hole,Peel off pressing,Overcement,Cutting deviated,Peel off eyestay,Burned Material,Poor logo,Color migration,Over painting,White spot,Needle hole,Jagged marks,Lack of painting,Big/Small Logo,Poor pressing,Poor edge,Peel off painting,Over trimming,Lack of details,Heel 3mm short,Heel 4mm short,Heel 5mm short,Heel 6mm short,Toe 3mm short,Wamp pattern position wrong over +-1mm,Wrong position logo 2mm,Wrong position logo 3-4-5mm,Logo dented,Wrong size toe box,Eyestay pressing subsidence not matching,Wrong wamp position to left/right,Other defect,Remark 
2025,2,6,2002-03-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,A-JQ2625,900329362,592,29,29,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,A-JQ2625,900329362,592,592,580,12,2.03%,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC3-ID8757,900400453,1340,67,67,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC3-ID8757,900400453,1340,1340,"1,315",25,1.87%,,,,,,,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
2025,2,6,2002-03-25,THANH HUNG AN GIANG,Tongue Logo,HF,LIGHTSHIFT,AC1-JH9319,900403452,2260,113,113,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,THANH HUNG AN GIANG,Vamp,Nosew,LIGHTSHIFT,AC1-JH9319,900403452,2260,2260,"2,178",82,3.63%,,,,,,,30,20,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AC4-ID8762,900322712,37,2,2,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AC4-ID8762,900325794,58,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AC4-ID8762,900322712,37,37,37,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-03-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AC4-ID8762,900325794,58,58,58,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,A-KJ8592,900433424,1063,106,102,4,3.77%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,A-KJ8592,900433255,1403,140,134,6,4.29%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,A-KJ8592,900433349,2581,258,247,11,4.26%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,AC5-IE1469,900356176,670,67,67,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,A-JR2213,900424610,197,19,19,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,A-JR2213,900431151,188,18,18,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,A-JR2214,900450492,107,10,10,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC5-HP6009,900323862,590,59,59,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC5-HP6010,900478612,183,18,18,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC5-HP6010,900478413,66,6,6,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,S TECH,Heel cap/Tongue webbing,Printing,LITE RACER ADAPT 7.0 I,A-JQ1087,900398512,197,9,9,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,S TECH,Heel cap/Tongue webbing,Printing,LITE RACER ADAPT 7.0 I,AC3-IE6400,900276110,145,7,7,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,S TECH,Heel cap/Tongue webbing,Printing,LITE RACER ADAPT 7.0 I,AC3-IE6400,900284738,58,2,2,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,Printing,VL COURT 3.0 K,AB1-IE3630,A135308313,187,9,9,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,Printing,VL COURT 3.0 K,AC2-JQ7341,900448419,696,34,34,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,Printing,VL COURT 3.0 K,AC3-IH3483,900459203,124,6,6,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,Printing,VL COURT 3.0 K,AC3-IH3483,900450431,124,6,6,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,Printing,VL COURT 3.0 K,AC3-IH3483,900455706,124,6,6,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,Printing,VL COURT 3.0 K,AC3-IH3483,900450226,124,6,6,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2608,900333681,491,491,466,25,5.09%,,,,,,,9,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2608,900333681,491,24,24,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2608,900348416,7,7,7,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2608,900348416,7,7,7,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2608,900337244,119,119,114,5,4.20%,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2608,900337244,119,5,5,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303267,90,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AB-ID8765,A136081726,701,701,637,64,9.13%,,,,,,8,18,17,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,18,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303283,180,9,9,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AB-ID8765,A136081726,701,35,35,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 K,AC8-GW6423,900516932,1990,199,199,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,A-JQ2624,900411742,230,230,228,2,0.87%,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,AC3-ID8754,900403423,401,401,397,4,1.00%,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,LIGHTSHIFT,AC1-JH9313,900323497,595,595,591,4,0.67%,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,LIGHTSHIFT,AC1-JH9313,900323739,378,378,374,4,1.06%,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,A-JQ2622,900410523,440,440,434,6,1.36%,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,A-JQ2622,900315877,593,593,593,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 K,AB3-GW6422,135381865,280,28,28,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC9-GW6440,900330793,919,91,91,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC9-GW6440,900558788,1031,103,103,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 K,AB3-GW6424,135847819,2039,203,202,1,0.49%,Pass,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Quater,HF,ULTRADREAM DNA EL C,AC1-JP7001,900273389,88,8,8,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC2-IF1729,900482148,1029,102,102,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC2-IF1729,900420275,684,68,68,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AB4-GW6439,900517115,546,54,54,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC12-GW6439,900392572,587,58,58,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Heel tap,HF,ADVANTAGE,AC11-GZ5299,900512503,530,53,53,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,AC2-ID8760,900401915,397,397,393,4,1.01%,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 K,AC2-IF1722,900390912,334,33,33,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2610,900331557,679,679,638,41,6.04%,,,,,,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2610,900331557,679,33,33,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2610,900344380,30,30,30,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2610,900344380,30,1,1,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AB-ID8764,A136078456,64,64,55,9,14.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AB-ID8764,A136078456,64,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AC2-ID8763,900397726,52,52,45,7,13.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AC2-ID8763,900397726,52,2,2,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303287,141,7,7,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303281,95,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303277,90,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AC2-ID8763,900397788,66,66,36,30,45.45%,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303262,20,1,1,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AC2-ID8763,900397788,66,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900301837,1700,85,85,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AC2-ID8763,900397726,38,38,27,11,28.95%,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900223541,992,49,49,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AC2-ID8763,900397726,38,1,1,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900301837,1300,65,65,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900223541,1596,79,79,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AC4-ID8762,900322712,245,245,199,46,18.78%,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AC4-ID8762,900322712,245,12,12,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,AC4-ID8762,900325794,550,550,520,30,5.45%,,,,,,,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303279,65,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,AC4-ID8762,900325794,550,27,27,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303287,79,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Tongue/ back tap,HF,GRAND COURT 2.0,AC7-GW9196,900345034,123,6, -   ,6,100.00%,Fail,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303281,76,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Tongue/ back tap,HF,GRAND COURT 2.0,A-JS1706,900352814,378,18,18,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303293,66,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303267,67,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,A-JQ2877,900338196,172,9,9,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303267,67,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,A-JQ2878,900338470,287,14,14,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303283,283,14,14,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,A-JQ2878,900480503,86,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC2-IF1729,900390791,21,1,1,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900301837,1056,53,53,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900223541,100,5,5,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AB-ID8757,136066453,680,680,672,8,1.18%,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
2025,2,6,2002-04-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AB-ID8757,136066453,680,34,34,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,2002-04-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AB-ID8757,136066453,400,400,398,2,0.50%,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
